title,vote_average,popularity,genres_clean
Galaxy Quest,6.9,30.816341,"['comedy', 'family', 'sciencefiction']"
Scary Movie 2,5.4,35.376971,['comedy']
The Muppets,6.5,17.047276,"['comedy', 'family', 'music']"
Blade,6.5,43.815492,"['horror', 'action']"
Coach Carter,7.3,23.234651,['drama']
Changing Lanes,5.9,17.270539,"['action', 'adventure', 'crime', 'thriller']"
Anaconda,4.7,27.684779,"['adventure', 'horror', 'thriller']"
Coyote Ugly,5.8,26.79781,['comedy']
Love Actually,7.0,37.073127,"['comedy', 'romance', 'drama']"
A Bug's Life,6.8,87.350802,"['adventure', 'animation', 'comedy', 'family']"
From Hell,6.6,26.134678,"['horror', 'mystery', 'thriller']"
The Specialist,5.5,16.582709,"['action', 'thriller']"
Tin Cup,5.9,10.731574,"['comedy', 'drama', 'romance']"
"Yours, Mine and Ours",6.2,2.094151,"['comedy', 'drama', 'family']"
Kicking & Screaming,5.6,8.99269,"['romance', 'comedy', 'family']"
The Hitchhiker's Guide to the Galaxy,6.6,51.742065,"['adventure', 'comedy', 'family', 'sciencefiction']"
Fat Albert,4.3,7.157635,"['comedy', 'drama', 'family']"
Resident Evil: Extinction,6.1,12.06538,"['horror', 'action', 'sciencefiction']"
Blended,6.6,44.120328,['comedy']
Last Holiday,6.4,6.156015,"['adventure', 'comedy', 'drama']"
The River Wild,6.1,12.362876,"['action', 'adventure', 'crime', 'thriller']"
The Indian in the Cupboard,5.9,11.095914,"['adventure', 'family', 'fantasy']"
Savages,6.2,31.856589,"['crime', 'drama', 'thriller']"
Cellular,6.1,24.459948,"['action', 'adventure', 'crime', 'thriller']"
Johnny English,6.0,28.029015,"['adventure', 'action', 'comedy']"
The Ant Bully,5.5,20.239061,"['fantasy', 'adventure', 'animation', 'comedy', 'family']"
Dune,6.5,25.876582,"['action', 'sciencefiction', 'adventure']"
Across the Universe,7.1,11.872841,"['adventure', 'drama', 'music', 'romance']"
Revolutionary Road,6.7,20.360549,"['drama', 'romance']"
16 Blocks,6.2,32.31022,"['action', 'adventure', 'crime', 'thriller']"
Babylon A.D.,5.4,27.568194,"['action', 'adventure', 'sciencefiction', 'thriller']"
The Glimmer Man,4.7,6.250282,"['action', 'adventure', 'crime', 'drama', 'thriller']"
Multiplicity,5.5,11.120344,"['comedy', 'fantasy', 'sciencefiction']"
Aliens in the Attic,5.3,13.707183,"['adventure', 'comedy', 'family', 'fantasy', 'sciencefiction']"
The Pledge,6.5,12.495436,"['crime', 'drama', 'mystery', 'thriller']"
The Producers,6.1,6.803965,"['comedy', 'music']"
The Phantom,4.7,9.025236,"['adventure', 'action']"
All the Pretty Horses,5.8,7.524671,"['drama', 'romance', 'western']"
Nixon,7.1,3.770161,"['history', 'drama']"
The Ghost Writer,6.7,21.118196,"['thriller', 'mystery']"
Deep Rising,6.0,6.513856,"['adventure', 'action', 'horror', 'sciencefiction']"
Miracle at St. Anna,6.3,11.387408,"['drama', 'war']"
Curse of the Golden Flower,6.6,9.950505,"['action', 'drama', 'fantasy']"
Bangkok Dangerous,5.0,14.813057,"['action', 'crime', 'thriller']"
Big Trouble,6.3,5.201688,"['action', 'comedy', 'thriller']"
Love in the Time of Cholera,6.4,5.361699,"['drama', 'romance']"
Shadow Conspiracy,4.0,3.848893,"['action', 'thriller']"
Johnny English Reborn,6.0,35.6585,"['crime', 'adventure', 'action', 'comedy', 'thriller']"
Foodfight!,2.3,5.258726,"['animation', 'action', 'comedy', 'family']"
Argo,7.1,62.01056,"['drama', 'thriller']"
The Fugitive,7.2,54.884297,"['adventure', 'action', 'thriller', 'crime', 'mystery']"
The Bounty Hunter,5.5,33.747825,['action']
Sleepers,7.3,16.245068,"['crime', 'drama', 'thriller']"
Rambo: First Blood Part II,6.3,38.653969,"['action', 'adventure', 'thriller', 'war']"
The Juror,5.5,3.937352,"['drama', 'thriller']"
Pinocchio,6.9,46.007991,"['animation', 'family']"
Heaven's Gate,6.4,5.380124,"['action', 'drama', 'history', 'western']"
Underworld: Evolution,6.4,49.020045,"['fantasy', 'action', 'sciencefiction', 'thriller']"
Victor Frankenstein,5.6,24.821138,"['drama', 'sciencefiction', 'thriller']"
Finding Forrester,7.0,19.043286,['drama']
28 Days,6.0,5.418921,"['comedy', 'drama']"
Unleashed,6.6,25.999888,"['action', 'crime']"
The Sweetest Thing,5.3,18.65632,"['romance', 'comedy']"
The Firm,6.6,23.736535,"['drama', 'mystery', 'thriller']"
Charlie St. Cloud,6.8,21.75433,['drama']
The Mechanic,6.3,44.094856,"['action', 'thriller', 'crime']"
21 Jump Street,6.7,62.714026,"['action', 'comedy', 'crime']"
Notting Hill,7.0,28.969151,"['romance', 'comedy', 'drama']"
Chicken Run,6.5,31.789029,"['animation', 'comedy', 'family']"
Along Came Polly,5.8,33.238296,"['comedy', 'romance']"
Boomerang,5.4,6.420434,"['comedy', 'romance']"
The Heat,6.5,37.654688,"['action', 'comedy', 'crime']"
Cleopatra,6.7,13.244365,"['drama', 'history', 'romance']"
Here Comes the Boom,6.0,26.799913,['comedy']
High Crimes,6.1,14.046705,"['drama', 'mystery', 'thriller', 'crime']"
The Mirror Has Two Faces,6.5,3.844926,"['comedy', 'drama', 'romance']"
The Mothman Prophecies,6.1,14.733513,"['drama', 'horror', 'mystery']"
Brüno,5.4,16.122168,['comedy']
Licence to Kill,5.9,28.22119,"['adventure', 'action', 'thriller']"
Red Riding Hood,5.6,45.151657,"['fantasy', 'thriller', 'horror']"
15 Minutes,5.7,15.205371,"['action', 'crime', 'thriller']"
Super Mario Bros.,4.0,14.587367,"['adventure', 'comedy', 'family', 'fantasy']"
Lord of War,7.0,34.828241,"['crime', 'drama', 'thriller']"
Hero,7.2,23.607392,"['drama', 'adventure', 'action', 'history']"
One for the Money,5.3,19.438503,"['action', 'comedy', 'crime']"
The Interview,6.1,74.168016,"['action', 'comedy']"
The Warrior's Way,6.3,7.349497,"['adventure', 'fantasy', 'action', 'western', 'thriller']"
Micmacs,6.8,7.663515,"['action', 'comedy', 'crime']"
8 Mile,6.8,32.798571,['drama']
Why I Did (Not) Eat My Father,5.3,5.794466,"['adventure', 'comedy', 'animation']"
A Knight's Tale,6.6,36.670399,"['adventure', 'drama', 'romance', 'action']"
The Medallion,5.3,14.653718,"['thriller', 'fantasy', 'action', 'comedy']"
The Sixth Sense,7.7,73.085576,"['mystery', 'thriller', 'drama']"
Man on a Ledge,6.2,34.041407,"['action', 'thriller', 'crime']"
The Big Year,5.6,9.419726,['comedy']
The Karate Kid,6.9,28.456572,['drama']
American Hustle,6.8,49.664128,"['drama', 'crime']"
The Proposal,6.7,36.238968,"['comedy', 'romance', 'drama']"
Double Jeopardy,6.2,19.439386,"['crime', 'drama', 'mystery', 'thriller']"
Back to the Future Part II,7.4,43.345252,"['adventure', 'comedy', 'family', 'sciencefiction']"
Lucy,6.3,115.241998,"['action', 'sciencefiction']"
Fifty Shades of Grey,5.2,98.755657,"['drama', 'romance', 'thriller']"
Spy Kids 3-D: Game Over,4.7,21.998734,"['action', 'adventure', 'comedy', 'family', 'sciencefiction']"
A Time to Kill,7.0,25.219805,"['crime', 'drama', 'thriller']"
Cheaper by the Dozen,6.0,26.516624,['comedy']
Lone Survivor,7.4,37.084384,"['action', 'drama', 'thriller', 'war']"
A League of Their Own,6.7,21.661028,['comedy']
The Conjuring 2,7.0,68.794673,['horror']
The Social Network,7.1,69.27822,['drama']
He's Just Not That Into You,6.2,26.253357,"['comedy', 'romance', 'drama']"
Scary Movie 4,5.3,32.549282,['comedy']
Scream 3,5.7,24.992057,"['horror', 'mystery']"
Back to the Future Part III,7.1,45.769562,"['adventure', 'comedy', 'family', 'sciencefiction']"
Get Hard,5.9,36.301202,['comedy']
Dracula,7.1,45.022964,"['romance', 'horror']"
Julie & Julia,6.6,22.853006,"['romance', 'drama']"
42,6.8,31.884559,['drama']
The Talented Mr. Ripley,7.0,31.385257,"['thriller', 'crime', 'drama']"
Dumb and Dumber To,5.4,67.767785,['comedy']
Eight Below,6.7,24.287306,"['adventure', 'drama', 'family']"
The Intern,7.1,53.114573,['comedy']
Ride Along 2,6.1,25.136082,"['action', 'comedy']"
The Last of the Mohicans,7.1,37.776566,"['action', 'adventure', 'drama', 'history', 'romance', 'war']"
Ray,7.2,21.743321,"['drama', 'music']"
Sin City,7.2,66.003433,"['action', 'thriller', 'crime']"
Vantage Point,6.2,24.862767,"['drama', 'action', 'thriller', 'crime']"
"I Love You, Man",6.5,25.391899,['comedy']
Shallow Hal,5.7,29.854773,"['comedy', 'romance']"
JFK,7.5,26.82041,"['drama', 'thriller', 'history']"
Big Momma's House 2,5.4,17.61292,"['comedy', 'crime']"
The Mexican,5.8,21.021809,"['action', 'comedy', 'crime', 'romance']"
17 Again,6.1,52.571674,['comedy']
The Other Woman,6.2,34.519636,"['comedy', 'romance']"
The Final Destination,5.4,32.478077,"['horror', 'mystery']"
Bridge of Spies,7.2,48.445978,"['thriller', 'drama']"
Behind Enemy Lines,6.0,24.012986,"['action', 'drama', 'thriller', 'war']"
Get Him to the Greek,5.9,17.869443,['comedy']
Shall We Dance?,5.9,14.231899,"['drama', 'romance', 'comedy']"
Small Soldiers,6.2,23.088571,"['comedy', 'adventure', 'fantasy', 'sciencefiction', 'action']"
Spawn,5.0,19.833664,"['action', 'adventure', 'fantasy', 'horror', 'sciencefiction', 'thriller']"
The Count of Monte Cristo,7.3,26.595983,"['action', 'adventure', 'drama', 'thriller']"
The Lincoln Lawyer,7.0,26.072228,"['crime', 'drama', 'thriller']"
Unknown,6.5,38.643914,"['action', 'mystery', 'thriller']"
The Prestige,8.0,74.440708,"['drama', 'mystery', 'thriller']"
Horrible Bosses 2,6.1,82.185281,['comedy']
Escape from Planet Earth,5.7,18.14218,"['animation', 'comedy', 'adventure', 'family', 'sciencefiction']"
Apocalypto,7.3,41.570047,"['action', 'adventure', 'drama', 'thriller']"
The Living Daylights,6.2,23.331459,"['action', 'adventure', 'thriller']"
Predators,6.0,47.649554,"['action', 'sciencefiction', 'adventure', 'thriller']"
Legal Eagles,5.8,7.519433,"['comedy', 'crime', 'drama', 'romance', 'thriller']"
Secret Window,6.4,32.908414,"['thriller', 'mystery']"
The Lake House,6.5,29.88736,"['romance', 'drama', 'mystery']"
The Skeleton Key,6.4,29.105407,"['drama', 'horror', 'mystery', 'thriller']"
The Odd Life of Timothy Green,6.5,16.394452,"['fantasy', 'drama', 'comedy', 'family']"
Made of Honor,6.0,19.574774,"['comedy', 'romance']"
Jersey Boys,6.8,14.199933,"['music', 'drama']"
The Rainmaker,6.7,12.229516,"['drama', 'crime', 'thriller']"
Gothika,5.8,27.303608,"['horror', 'thriller']"
Amistad,6.8,3.698276,"['drama', 'history', 'mystery']"
Medicine Man,5.8,7.021871,['adventure']
Aliens vs Predator: Requiem,4.9,39.381913,"['fantasy', 'action', 'sciencefiction', 'thriller', 'horror']"
Ri¢hie Ri¢h,5.4,14.398356,"['comedy', 'family']"
Autumn in New York,5.7,8.680334,"['drama', 'romance']"
Music and Lyrics,6.2,17.659032,"['comedy', 'music', 'romance']"
Paul,6.5,43.151268,"['adventure', 'comedy', 'sciencefiction']"
The Guilt Trip,5.4,15.283444,['comedy']
Scream 4,6.1,35.21926,"['horror', 'mystery']"
8MM,6.1,25.580272,"['thriller', 'crime', 'mystery']"
The Doors,6.7,10.794175,"['drama', 'music']"
Sex Tape,5.3,72.641296,['comedy']
Hanging Up,5.0,3.415534,"['comedy', 'drama']"
Final Destination 5,5.9,38.555482,"['horror', 'mystery']"
Mickey Blue Eyes,5.3,6.786117,"['comedy', 'crime', 'romance']"
Pay It Forward,7.0,24.313684,"['drama', 'romance']"
Fever Pitch,5.9,9.965073,"['comedy', 'drama', 'romance']"
Drillbit Taylor,5.5,15.055732,['comedy']
A Million Ways to Die in the West,5.8,32.808675,"['comedy', 'western']"
The Shadow,5.4,8.178203,"['adventure', 'fantasy', 'action', 'thriller', 'sciencefiction']"
Extremely Loud & Incredibly Close,6.9,31.066874,['drama']
Morning Glory,6.1,22.491388,"['comedy', 'drama', 'romance']"
Get Rich or Die Tryin',6.3,12.885985,['drama']
The Art of War,5.6,7.832337,"['crime', 'action', 'adventure']"
Rent,6.7,10.433667,"['drama', 'romance']"
Bless the Child,4.9,3.321949,"['drama', 'horror', 'thriller', 'crime']"
The Out-of-Towners,5.0,4.842626,['comedy']
The Island of Dr. Moreau,4.6,13.210898,"['fantasy', 'horror', 'sciencefiction']"
The Musketeer,5.2,3.296933,"['action', 'adventure', 'drama']"
The Other Boleyn Girl,6.4,22.939557,['drama']
Sweet November,6.4,19.372805,"['drama', 'romance']"
The Reaping,5.4,13.445697,['horror']
Mean Streets,7.2,17.002096,"['drama', 'crime']"
Renaissance Man,5.9,4.516953,"['comedy', 'war']"
Colombiana,6.5,33.785969,"['action', 'thriller', 'crime', 'drama']"
Quest for Camelot,6.9,16.059443,"['fantasy', 'animation', 'drama', 'romance', 'family']"
City By The Sea,5.7,3.476966,"['crime', 'drama', 'mystery']"
At First Sight,5.9,5.778724,"['drama', 'romance']"
Torque,4.7,7.360793,['action']
City Hall,6.0,3.621837,"['drama', 'thriller']"
Showgirls,4.9,14.513305,['drama']
Marie Antoinette,6.5,22.364549,"['drama', 'history']"
Kiss of Death,5.7,6.90894,"['action', 'crime', 'drama', 'thriller']"
Get Carter,4.8,4.494788,"['action', 'drama', 'thriller', 'crime']"
The Impossible,7.0,47.559928,"['thriller', 'drama']"
Ishtar,4.2,2.410546,"['action', 'adventure', 'comedy']"
Fantastic Mr. Fox,7.5,41.258956,"['adventure', 'animation', 'comedy', 'family']"
Life or Something Like It,5.7,8.980846,"['comedy', 'drama', 'romance']"
Memoirs of an Invisible Man,5.7,7.222985,"['comedy', 'fantasy', 'sciencefiction']"
Amélie,7.8,73.720244,"['comedy', 'romance']"
New York Minute,5.5,10.0403,['comedy']
Alfie,5.6,15.219263,['comedy']
Big Miracle,6.6,8.303696,"['adventure', 'drama', 'romance']"
The Deep End of the Ocean,5.9,4.746085,"['drama', 'mystery']"
FearDotCom,3.2,6.756886,"['horror', 'thriller']"
Cirque du Freak: The Vampire's Assistant,5.5,16.424807,"['adventure', 'fantasy', 'action', 'thriller']"
Duplex,5.9,15.590001,"['action', 'comedy', 'thriller']"
Soul Men,6.3,5.483671,"['comedy', 'music']"
Raise the Titanic,5.2,1.630541,"['action', 'drama', 'thriller']"
Universal Soldier: The Return,4.2,14.566664,"['action', 'sciencefiction']"
Pandorum,6.5,28.353517,"['action', 'horror', 'mystery', 'sciencefiction', 'thriller']"
Impostor,6.1,9.579975,"['action', 'sciencefiction', 'thriller']"
Extreme Ops,5.0,2.911819,"['action', 'adventure', 'drama', 'thriller']"
Just Visiting,4.8,10.844882,"['comedy', 'fantasy', 'sciencefiction']"
Sunshine,7.0,51.502884,"['sciencefiction', 'thriller']"
A Thousand Words,6.0,13.119133,"['drama', 'comedy']"
Delgo,5.4,4.238482,"['adventure', 'fantasy', 'animation', 'comedy', 'sciencefiction', 'family']"
The Gunman,5.5,26.935458,"['action', 'drama', 'crime']"
Stormbreaker,5.1,16.282962,"['adventure', 'action', 'family']"
Disturbia,6.6,31.690456,"['thriller', 'drama', 'mystery']"
Hackers,6.2,17.842246,"['action', 'crime', 'thriller', 'drama']"
The Hunting Party,6.6,8.048305,"['action', 'adventure', 'thriller', 'drama']"
The Hudsucker Proxy,7.1,14.188982,"['comedy', 'drama']"
The Warlords,6.3,6.884467,"['action', 'drama', 'history']"
Nomad: The Warrior,4.3,8.212018,"['action', 'history', 'war']"
Snowpiercer,6.7,64.238688,"['action', 'sciencefiction', 'drama']"
A Monster in Paris,6.5,17.375562,"['adventure', 'animation', 'comedy', 'family', 'fantasy']"
The Last Shot,5.9,6.7698,"['action', 'comedy']"
The Crow,7.3,44.690107,"['fantasy', 'action', 'thriller']"
Baahubali: The Beginning,7.5,16.254032,"['action', 'adventure', 'war', 'history']"
The Time Traveler's Wife,6.7,37.492928,"['drama', 'romance', 'fantasy']"
Because I Said So,5.8,18.678415,['comedy']
Frankenweenie,6.6,27.908783,"['animation', 'comedy', 'family']"
Serenity,7.4,45.388937,"['sciencefiction', 'action', 'adventure', 'thriller']"
Against the Ropes,4.5,2.817364,"['romance', 'drama']"
Superman III,5.3,22.164202,"['comedy', 'action', 'adventure', 'fantasy', 'sciencefiction']"
Grudge Match,6.0,21.362949,['comedy']
Red Cliff,7.1,14.8375,"['adventure', 'drama', 'action']"
Sweet Home Alabama,6.0,18.256028,"['comedy', 'romance']"
The Ugly Truth,6.4,22.332927,"['comedy', 'romance']"
Sgt. Bilko,5.5,5.417787,"['comedy', 'family']"
Spy Kids 2: The Island of Lost Dreams,5.3,24.085144,"['action', 'adventure', 'family']"
Star Trek: Generations,6.4,14.779041,"['sciencefiction', 'action', 'adventure', 'thriller']"
The Grandmaster,6.3,19.947265,"['action', 'drama', 'history']"
Water for Elephants,6.7,16.801218,"['drama', 'romance']"
Dragon Nest: Warriors' Dawn,6.8,5.057695,"['adventure', 'family', 'fantasy', 'animation']"
The Hurricane,7.2,20.825781,['drama']
Enough,6.2,11.500783,"['drama', 'thriller']"
Heartbreakers,5.7,13.932203,"['crime', 'comedy', 'romance']"
Paul Blart: Mall Cop 2,5.0,41.258487,"['action', 'comedy', 'family']"
Angel Eyes,5.6,6.454634,"['drama', 'romance', 'thriller']"
Joe Somebody,5.5,5.257009,['comedy']
The Ninth Gate,6.3,30.359164,"['horror', 'mystery', 'thriller']"
Extreme Measures,5.7,3.426555,"['drama', 'thriller']"
Rock Star,6.0,11.60815,"['music', 'drama', 'comedy']"
Precious,6.9,18.664624,['drama']
White Squall,6.3,10.047579,"['action', 'drama']"
The Thing,7.8,52.731379,"['horror', 'mystery', 'sciencefiction']"
Riddick,6.2,46.630062,"['sciencefiction', 'action', 'thriller']"
Switchback,5.8,4.131546,"['action', 'adventure', 'mystery', 'thriller']"
Texas Rangers,5.4,5.641978,"['action', 'western']"
City of Ember,6.2,23.465539,"['adventure', 'family', 'fantasy']"
The Master,7.0,25.682509,['drama']
Virgin Territory,4.3,6.760922,"['adventure', 'action', 'comedy', 'romance']"
The Express,7.1,3.87823,['drama']
The 5th Wave,5.6,57.889964,"['adventure', 'sciencefiction']"
Creed,7.3,57.773583,['drama']
The Town,7.0,24.218358,"['crime', 'drama', 'thriller']"
What to Expect When You're Expecting,5.8,27.009723,"['romance', 'comedy', 'drama']"
Burn After Reading,6.5,31.941347,"['comedy', 'drama']"
Nim's Island,5.6,14.353279,"['adventure', 'comedy', 'family', 'fantasy']"
Rush,7.7,33.003828,"['drama', 'action']"
Magnolia,7.5,30.993736,['drama']
Cop Out,5.3,25.825771,"['action', 'comedy', 'crime']"
How to Be Single,5.9,46.078371,"['comedy', 'romance']"
Dolphin Tale,6.7,6.63839,"['drama', 'family']"
Twilight,5.8,127.084938,"['adventure', 'fantasy', 'drama', 'romance']"
John Q,7.0,27.465433,"['drama', 'thriller', 'crime']"
Blue Streak,6.1,16.865782,"['action', 'comedy', 'crime']"
We're the Millers,6.8,100.348805,"['comedy', 'crime']"
The Inhabited Island,5.3,2.785832,"['action', 'fantasy', 'sciencefiction', 'thriller']"
Breakdown,6.6,9.176339,"['drama', 'action', 'thriller']"
Never Say Never Again,5.8,23.380757,"['adventure', 'action', 'thriller']"
Hot Tub Time Machine,6.0,33.926473,"['sciencefiction', 'comedy', 'adventure']"
Dolphin Tale 2,6.7,6.967857,"['family', 'drama']"
Reindeer Games,5.4,11.470135,['thriller']
A Man Apart,5.8,19.854932,"['action', 'drama']"
Aloha,5.2,29.652536,"['drama', 'comedy', 'romance']"
Ghosts of Mississippi,6.2,8.102925,"['history', 'drama']"
Snow Falling on Cedars,6.3,2.79483,"['drama', 'romance']"
The Rite,5.8,11.492474,"['drama', 'thriller', 'horror']"
Gattaca,7.5,70.398356,"['thriller', 'sciencefiction', 'mystery', 'romance']"
Isn't She Great,4.6,1.068453,"['drama', 'comedy']"
Space Chimps,5.2,6.293217,"['animation', 'family']"
Head of State,5.3,3.457194,['comedy']
The Hangover,7.2,82.21166,['comedy']
Ip Man 3,6.5,19.167377,"['action', 'drama', 'history']"
Austin Powers: The Spy Who Shagged Me,6.2,18.316151,"['adventure', 'comedy', 'crime', 'sciencefiction']"
Batman,7.0,44.104469,"['fantasy', 'action']"
There Be Dragons,5.9,6.668679,['drama']
Lethal Weapon 3,6.4,36.172182,"['adventure', 'action', 'comedy', 'thriller', 'crime']"
The Blind Side,7.2,25.767395,['drama']
Spy Kids,5.5,21.543389,"['action', 'comedy', 'family', 'adventure']"
Horrible Bosses,6.5,50.309843,"['comedy', 'crime']"
True Grit,7.2,49.292384,"['drama', 'adventure', 'western']"
The Devil Wears Prada,7.0,83.893257,"['comedy', 'drama', 'romance']"
Star Trek: The Motion Picture,6.2,24.616634,"['sciencefiction', 'adventure', 'mystery']"
Identity Thief,5.6,34.005726,"['comedy', 'crime']"
Cape Fear,7.0,27.714043,"['crime', 'thriller']"
21,6.5,45.149948,"['drama', 'crime']"
Trainwreck,5.9,72.774941,['comedy']
Guess Who,5.5,3.74263,"['comedy', 'romance']"
The English Patient,7.0,29.381878,"['drama', 'romance', 'war']"
L.A. Confidential,7.7,24.860326,"['crime', 'drama', 'mystery', 'thriller']"
Sky High,5.8,11.041659,"['adventure', 'comedy', 'family']"
In & Out,6.3,11.897925,"['comedy', 'romance']"
Species,5.5,23.607071,"['sciencefiction', 'horror', 'action']"
A Nightmare on Elm Street,7.2,38.204158,['horror']
The Cell,6.0,25.413955,"['horror', 'sciencefiction', 'thriller']"
The Man in the Iron Mask,6.3,28.98027,"['action', 'adventure', 'drama']"
Secretariat,6.8,9.525037,['drama']
TMNT,6.0,18.39217,"['adventure', 'animation', 'comedy', 'family']"
Radio,6.8,9.254647,['drama']
Friends with Benefits,6.5,40.526587,"['romance', 'comedy']"
Neighbors 2: Sorority Rising,5.6,50.179171,['comedy']
Saving Mr. Banks,7.3,31.957947,"['comedy', 'drama', 'history']"
Malcolm X,7.2,19.822791,"['drama', 'history']"
This Is 40,5.6,38.429648,['comedy']
Old Dogs,5.2,13.707843,"['comedy', 'family']"
Underworld: Rise of the Lycans,6.2,51.927471,"['fantasy', 'action', 'adventure', 'sciencefiction', 'thriller']"
License to Wed,5.2,14.503568,['comedy']
The Benchwarmers,5.2,6.74556,['comedy']
Must Love Dogs,5.8,11.120167,"['comedy', 'romance']"
Donnie Brasco,7.4,40.370442,"['crime', 'drama', 'thriller']"
Resident Evil,6.4,40.715623,"['horror', 'action', 'sciencefiction']"
Poltergeist,7.0,36.230204,['horror']
The Ladykillers,6.0,23.666229,"['comedy', 'crime', 'thriller']"
Max Payne,5.2,25.903237,['action']
In Time,6.7,60.231382,"['action', 'thriller', 'sciencefiction']"
The Back-Up Plan,5.7,18.38292,"['comedy', 'romance']"
Something Borrowed,5.9,14.029012,"['comedy', 'drama', 'romance']"
Black Knight,5.1,15.913783,"['adventure', 'comedy', 'fantasy']"
The Bad News Bears,6.9,6.889633,"['comedy', 'family']"
Street Fighter,4.1,19.286099,"['action', 'adventure', 'thriller']"
The Pianist,8.0,50.587541,"['drama', 'war']"
The Nativity Story,6.4,3.721272,"['drama', 'history']"
House of Wax,5.5,17.157738,['horror']
Closer,6.7,22.636908,"['drama', 'romance']"
J. Edgar,6.0,28.069419,"['drama', 'crime', 'history']"
Mirrors,6.0,19.774543,"['horror', 'mystery', 'thriller']"
Queen of the Damned,5.4,11.644243,"['drama', 'fantasy', 'horror']"
Predator 2,5.9,27.934978,"['sciencefiction', 'action', 'thriller']"
Untraceable,5.9,12.677505,['drama']
Blast from the Past,6.3,8.737058,"['comedy', 'romance']"
Flash Gordon,6.1,12.343507,['sciencefiction']
Jersey Girl,5.8,14.699342,"['comedy', 'romance']"
Alex Cross,5.1,14.513243,"['action', 'thriller', 'crime', 'mystery']"
Midnight in the Garden of Good and Evil,6.3,5.525544,"['crime', 'drama', 'mystery', 'thriller']"
Heist,5.6,15.079993,"['crime', 'action', 'thriller']"
Nanny McPhee and the Big Bang,6.0,23.835055,"['comedy', 'fantasy']"
Hoffa,6.1,5.926966,"['crime', 'history']"
The X Files: I Want to Believe,5.5,25.454549,"['drama', 'mystery', 'sciencefiction', 'thriller']"
Ella Enchanted,5.9,22.71592,"['family', 'fantasy', 'comedy']"
Concussion,7.0,35.120736,['drama']
Abduction,5.6,19.893646,"['thriller', 'action', 'mystery']"
Valiant,5.2,14.051852,"['animation', 'family', 'adventure']"
Wonder Boys,6.9,9.011729,"['comedy', 'drama']"
Superhero Movie,4.9,19.088655,"['action', 'comedy', 'sciencefiction']"
Broken City,5.7,29.490057,"['thriller', 'crime', 'drama']"
Cursed,5.1,11.195593,"['horror', 'comedy']"
Premium Rush,6.2,17.709888,"['crime', 'action', 'thriller']"
Hot Pursuit,5.4,18.262017,"['action', 'comedy', 'crime']"
The Four Feathers,6.5,10.10364,"['war', 'adventure', 'drama', 'romance']"
Parker,5.7,28.670477,"['action', 'crime']"
Wimbledon,6.0,16.736734,"['comedy', 'romance']"
Furry Vengeance,4.6,13.668633,['comedy']
Bait,5.3,9.780588,"['action', 'horror', 'thriller']"
Krull,5.8,9.904881,"['fantasy', 'action', 'adventure']"
Lions for Lambs,6.0,9.789027,"['action', 'adventure', 'drama', 'history']"
Flight of the Intruder,5.7,6.81729,"['action', 'adventure', 'drama', 'thriller']"
Walk Hard: The Dewey Cox Story,6.6,10.73522,"['comedy', 'music']"
The Shipping News,6.4,11.1399,"['drama', 'romance']"
American Outlaws,5.7,6.727949,"['action', 'western']"
The Young Victoria,7.0,16.343317,"['drama', 'history', 'romance']"
Whiteout,5.3,14.818718,"['action', 'crime', 'mystery', 'thriller']"
The Tree of Life,6.5,43.862456,"['drama', 'fantasy']"
Knock Off,4.7,2.706207,"['action', 'adventure', 'thriller']"
Sabotage,5.5,27.903999,"['action', 'drama', 'thriller', 'crime']"
The Order,4.8,3.746806,"['drama', 'fantasy', 'horror', 'mystery', 'romance', 'thriller']"
Punisher: War Zone,5.6,17.112498,"['action', 'crime']"
Zoom,4.9,10.304172,"['family', 'fantasy', 'comedy']"
The Walk,6.9,37.335721,"['adventure', 'drama', 'thriller']"
Warriors of Virtue,4.7,0.912395,"['fantasy', 'family', 'action']"
A Good Year,6.5,16.782471,"['comedy', 'drama', 'romance']"
Radio Flyer,6.6,3.503408,['drama']
Bound by Honor,7.7,9.122828,"['action', 'crime', 'drama', 'thriller']"
Smilla's Sense of Snow,6.6,5.419181,"['action', 'crime', 'drama', 'mystery', 'thriller']"
Femme Fatale,6.2,9.07278,"['thriller', 'crime', 'romance']"
Lion of the Desert,7.4,2.864979,"['action', 'history', 'war']"
The Horseman on the Roof,6.7,2.877488,"['war', 'adventure', 'drama', 'romance']"
Ride with the Devil,6.6,5.516207,"['drama', 'war', 'romance', 'western']"
Biutiful,7.0,13.930763,['drama']
Bandidas,5.8,20.27704,"['action', 'comedy', 'western', 'crime']"
Black Water Transit,0.0,0.126738,"['drama', 'crime']"
The Maze Runner,7.0,131.815575,"['action', 'mystery', 'sciencefiction', 'thriller']"
Unfinished Business,5.0,16.832312,['comedy']
The Age of Innocence,7.0,9.133747,"['drama', 'romance']"
The Fountain,6.8,24.606012,"['drama', 'adventure', 'sciencefiction', 'romance']"
Chill Factor,5.3,3.276912,"['action', 'comedy', 'thriller']"
Stolen,5.1,16.830184,"['action', 'crime', 'drama', 'thriller']"
Ponyo,7.5,39.58676,"['animation', 'family']"
The Longest Ride,7.3,41.946523,"['drama', 'romance']"
The Astronaut's Wife,5.4,20.697556,"['drama', 'sciencefiction', 'thriller']"
I Dreamed of Africa,5.3,1.656695,"['romance', 'drama', 'adventure']"
